# volk-harness-report v2
kernel,impl,mode,result,failed_vlens,max_err
volk_32f_sincos_32f_x2,a_sse4_1,immutable,ok,,
volk_32f_sincos_32f_x2,generic,immutable,ok,,
volk_32f_sincos_32f_x2,polynomial,immutable,ok,,
volk_32f_sincos_32f_x2,u_avx2,immutable,ok,,
volk_32f_sincos_32f_x2,u_avx2_fma,immutable,ok,,
volk_32f_sincos_32f_x2,u_avx512f,immutable,ok,,
volk_32f_sincos_32f_x2,u_sse4_1,immutable,ok,,
volk_32f_sincos_32f_x2,a_avx2,impl,ok,,2.53e-07
volk_32f_sincos_32f_x2,a_avx2_fma,impl,ok,,2.53e-07
volk_32f_sincos_32f_x2,a_avx512f,impl,ok,,2.53e-07
volk_32f_sincos_32f_x2,a_sse4_1,impl,ok,,2.53e-07
volk_32f_sincos_32f_x2,generic,impl,ok,,0
volk_32f_sincos_32f_x2,polynomial,impl,ok,,2.53e-07
volk_32f_sincos_32f_x2,u_avx2,impl,ok,,2.53e-07
volk_32f_sincos_32f_x2,u_avx2_fma,impl,ok,,2.53e-07
volk_32f_sincos_32f_x2,u_avx512f,impl,ok,,2.53e-07
volk_32f_sincos_32f_x2,u_sse4_1,impl,ok,,2.53e-07
volk_32f_sincos_32f_x2,generic,misaligned,ok,,
volk_32f_sincos_32f_x2,polynomial,misaligned,ok,,
volk_32f_sincos_32f_x2,u_avx2,misaligned,ok,,
volk_32f_sincos_32f_x2,u_avx2_fma,misaligned,ok,,
volk_32f_sincos_32f_x2,u_avx512f,misaligned,ok,,
volk_32f_sincos_32f_x2,u_sse4_1,misaligned,ok,,
volk_32f_sqrt_32f,a_avx,canary,ok,,
volk_32f_sqrt_32f,a_avx2,canary,ok,,
volk_32f_sqrt_32f,a_avx512,canary,ok,,
volk_32f_sqrt_32f,a_sse,canary,ok,,
volk_32f_sqrt_32f,generic,canary,ok,,
volk_32f_sqrt_32f,u_avx,canary,ok,,
volk_32f_sqrt_32f,u_avx2,canary,ok,,
volk_32f_sqrt_32f,u_avx512,canary,ok,,
volk_32f_sqrt_32f,u_sse,canary,ok,,
volk_32f_sqrt_32f,a_avx,immutable,ok,,
volk_32f_sqrt_32f,a_avx2,immutable,ok,,
volk_32f_sqrt_32f,a_avx512,immutable,ok,,
volk_32f_sqrt_32f,a_sse,immutable,ok,,
volk_32f_sqrt_32f,generic,immutable,ok,,
volk_32f_sqrt_32f,u_avx,immutable,ok,,
volk_32f_sqrt_32f,u_avx2,immutable,ok,,
volk_32f_sqrt_32f,u_avx512,immutable,ok,,
volk_32f_sqrt_32f,u_sse,immutable,ok,,
volk_32f_sqrt_32f,a_avx,impl,ok,,0
volk_32f_sqrt_32f,a_avx2,impl,ok,,0
volk_32f_sqrt_32f,a_avx512,impl,ok,,0
volk_32f_sqrt_32f,a_sse,impl,ok,,0
volk_32f_sqrt_32f,generic,impl,ok,,0
volk_32f_sqrt_32f,u_avx,impl,ok,,0
volk_32f_sqrt_32f,u_avx2,impl,ok,,0
volk_32f_sqrt_32f,u_avx512,impl,ok,,0
volk_32f_sqrt_32f,u_sse,impl,ok,,0
volk_32f_sqrt_32f,generic,misaligned,ok,,
volk_32f_sqrt_32f,u_avx,misaligned,ok,,
volk_32f_sqrt_32f,u_avx2,misaligned,ok,,
volk_32f_sqrt_32f,u_avx512,misaligned,ok,,
volk_32f_sqrt_32f,u_sse,misaligned,ok,,
volk_32f_stddev_and_mean_32f_x2,a_avx,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 ,
volk_32f_stddev_and_mean_32f_x2,a_avx512,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 ,
volk_32f_stddev_and_mean_32f_x2,a_sse,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 ,
volk_32f_stddev_and_mean_32f_x2,generic,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 ,
volk_32f_stddev_and_mean_32f_x2,u_avx,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 ,
volk_32f_stddev_and_mean_32f_x2,u_avx512,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 ,
volk_32f_stddev_and_mean_32f_x2,u_sse,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 ,
volk_32f_stddev_and_mean_32f_x2,a_avx,immutable,ok,,
volk_32f_stddev_and_mean_32f_x2,a_avx512,immutable,ok,,
volk_32f_stddev_and_mean_32f_x2,a_sse,immutable,ok,,
volk_32f_stddev_and_mean_32f_x2,generic,immutable,ok,,
volk_32f_stddev_and_mean_32f_x2,u_avx,immutable,ok,,
volk_32f_stddev_and_mean_32f_x2,u_avx512,immutable,ok,,
volk_32f_stddev_and_mean_32f_x2,u_sse,immutable,ok,,
volk_32f_stddev_and_mean_32f_x2,a_avx,impl,FAIL,1000003 ,3.8e-05
volk_32f_stddev_and_mean_32f_x2,a_avx512,impl,FAIL,1000003 ,3.94e-05
volk_32f_stddev_and_mean_32f_x2,a_sse,impl,FAIL,1000003 ,3.53e-05
volk_32f_stddev_and_mean_32f_x2,generic,impl,ok,,0
volk_32f_stddev_and_mean_32f_x2,u_avx,impl,FAIL,1000003 ,3.8e-05
volk_32f_stddev_and_mean_32f_x2,u_avx512,impl,FAIL,1000003 ,3.94e-05
volk_32f_stddev_and_mean_32f_x2,u_sse,impl,FAIL,1000003 ,3.53e-05
volk_32f_stddev_and_mean_32f_x2,generic,misaligned,ok,,
volk_32f_stddev_and_mean_32f_x2,u_avx,misaligned,ok,,
volk_32f_stddev_and_mean_32f_x2,u_avx512,misaligned,ok,,
volk_32f_stddev_and_mean_32f_x2,u_sse,misaligned,ok,,
volk_32f_tan_32f,a_avx2,canary,ok,,
volk_32f_tan_32f,a_avx2_fma,canary,ok,,
volk_32f_tan_32f,a_sse4_1,canary,ok,,
volk_32f_tan_32f,generic,canary,ok,,
volk_32f_tan_32f,u_avx2,canary,ok,,
volk_32f_tan_32f,u_avx2_fma,canary,ok,,
volk_32f_tan_32f,u_sse4_1,canary,ok,,
volk_32f_tan_32f,a_avx2,immutable,ok,,
volk_32f_tan_32f,a_avx2_fma,immutable,ok,,
volk_32f_tan_32f,a_sse4_1,immutable,ok,,
volk_32f_tan_32f,generic,immutable,ok,,
volk_32f_tan_32f,u_avx2,immutable,ok,,
volk_32f_tan_32f,u_avx2_fma,immutable,ok,,
volk_32f_tan_32f,u_sse4_1,immutable,ok,,
volk_32f_tan_32f,a_avx2,impl,FAIL,8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 ,2
volk_32f_tan_32f,a_avx2_fma,impl,FAIL,8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 ,2
volk_32f_tan_32f,a_sse4_1,impl,FAIL,8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 ,2
volk_32f_tan_32f,generic,impl,ok,,0
volk_32f_tan_32f,u_avx2,impl,FAIL,8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 ,2
volk_32f_tan_32f,u_avx2_fma,impl,FAIL,8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 ,2
volk_32f_tan_32f,u_sse4_1,impl,FAIL,8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 ,2
volk_32f_tan_32f,generic,misaligned,ok,,
volk_32f_tan_32f,u_avx2,misaligned,ok,,
volk_32f_tan_32f,u_avx2_fma,misaligned,ok,,
volk_32f_tan_32f,u_sse4_1,misaligned,ok,,
volk_32f_tanh_32f,a_avx,canary,ok,,
volk_32f_tanh_32f,a_avx_fma,canary,ok,,
volk_32f_tanh_32f,a_sse,canary,ok,,
volk_32f_tanh_32f,generic,canary,ok,,
volk_32f_tanh_32f,series,canary,ok,,
volk_32f_tanh_32f,u_avx,canary,ok,,
volk_32f_tanh_32f,u_avx_fma,canary,ok,,
volk_32f_tanh_32f,u_sse,canary,ok,,
volk_32f_tanh_32f,a_avx,immutable,ok,,
volk_32f_tanh_32f,a_avx_fma,immutable,ok,,
volk_32f_tanh_32f,a_sse,immutable,ok,,
volk_32f_tanh_32f,generic,immutable,ok,,
volk_32f_tanh_32f,series,immutable,ok,,
volk_32f_tanh_32f,u_avx,immutable,ok,,
volk_32f_tanh_32f,u_avx_fma,immutable,ok,,
volk_32f_tanh_32f,u_sse,immutable,ok,,
volk_32f_tanh_32f,generic,misaligned,ok,,
volk_32f_tanh_32f,series,misaligned,ok,,
volk_32f_tanh_32f,u_avx,misaligned,ok,,
volk_32f_tanh_32f,u_avx_fma,misaligned,ok,,
volk_32f_tanh_32f,u_sse,misaligned,ok,,
volk_32f_tanh_32f,a_avx,ref,FAIL,7 10 11 12 13 14 15 ,3.8
volk_32f_tanh_32f,a_avx_fma,ref,FAIL,7 10 11 12 13 14 15 ,3.8
volk_32f_tanh_32f,a_sse,ref,FAIL,7 10 11 ,2
volk_32f_tanh_32f,generic,ref,ok,,2.08e-07
volk_32f_tanh_32f,series,ref,FAIL,7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 ,6.45e+05
volk_32f_tanh_32f,u_avx,ref,FAIL,7 10 11 12 13 14 15 ,3.8
volk_32f_tanh_32f,u_avx_fma,ref,FAIL,7 10 11 12 13 14 15 ,3.8
volk_32f_tanh_32f,u_sse,ref,FAIL,7 10 11 ,2
volk_32f_x2_add_32f,a_avx,canary,ok,,
volk_32f_x2_add_32f,a_avx512f,canary,ok,,
volk_32f_x2_add_32f,a_sse,canary,ok,,
volk_32f_x2_add_32f,generic,canary,ok,,
volk_32f_x2_add_32f,u_avx,canary,ok,,
volk_32f_x2_add_32f,u_avx512f,canary,ok,,
volk_32f_x2_add_32f,u_orc,canary,ok,,
volk_32f_x2_add_32f,u_sse,canary,ok,,
volk_32f_x2_add_32f,a_avx,immutable,ok,,
volk_32f_x2_add_32f,a_avx512f,immutable,ok,,
volk_32f_x2_add_32f,a_sse,immutable,ok,,
volk_32f_x2_add_32f,generic,immutable,ok,,
volk_32f_x2_add_32f,u_avx,immutable,ok,,
volk_32f_x2_add_32f,u_avx512f,immutable,ok,,
volk_32f_x2_add_32f,u_orc,immutable,ok,,
volk_32f_x2_add_32f,u_sse,immutable,ok,,
volk_32f_x2_add_32f,a_avx,impl,ok,,0
volk_32f_x2_add_32f,a_avx512f,impl,ok,,0
volk_32f_x2_add_32f,a_sse,impl,ok,,0
volk_32f_x2_add_32f,generic,impl,ok,,0
volk_32f_x2_add_32f,u_avx,impl,ok,,0
volk_32f_x2_add_32f,u_avx512f,impl,ok,,0
volk_32f_x2_add_32f,u_orc,impl,ok,,0
volk_32f_x2_add_32f,u_sse,impl,ok,,0
volk_32f_x2_add_32f,generic,misaligned,ok,,
volk_32f_x2_add_32f,u_avx,misaligned,ok,,
volk_32f_x2_add_32f,u_avx512f,misaligned,ok,,
volk_32f_x2_add_32f,u_orc,misaligned,ok,,
volk_32f_x2_add_32f,u_sse,misaligned,ok,,
volk_32f_x2_divide_32f,a_avx,canary,ok,,
volk_32f_x2_divide_32f,a_avx512f,canary,ok,,
volk_32f_x2_divide_32f,a_sse,canary,ok,,
volk_32f_x2_divide_32f,generic,canary,ok,,
volk_32f_x2_divide_32f,u_avx,canary,ok,,
volk_32f_x2_divide_32f,u_avx512f,canary,ok,,
volk_32f_x2_divide_32f,u_orc,canary,ok,,
volk_32f_x2_divide_32f,a_avx,immutable,ok,,
volk_32f_x2_divide_32f,a_avx512f,immutable,ok,,
volk_32f_x2_divide_32f,a_sse,immutable,ok,,
volk_32f_x2_divide_32f,generic,immutable,ok,,
volk_32f_x2_divide_32f,u_avx,immutable,ok,,
volk_32f_x2_divide_32f,u_avx512f,immutable,ok,,
volk_32f_x2_divide_32f,u_orc,immutable,ok,,
volk_32f_x2_divide_32f,a_avx,impl,ok,,0
volk_32f_x2_divide_32f,a_avx512f,impl,ok,,0
volk_32f_x2_divide_32f,a_sse,impl,ok,,0
volk_32f_x2_divide_32f,generic,impl,ok,,0
volk_32f_x2_divide_32f,u_avx,impl,ok,,0
volk_32f_x2_divide_32f,u_avx512f,impl,ok,,0
volk_32f_x2_divide_32f,u_orc,impl,ok,,0
volk_32f_x2_divide_32f,generic,misaligned,ok,,
volk_32f_x2_divide_32f,u_avx,misaligned,ok,,
volk_32f_x2_divide_32f,u_avx512f,misaligned,ok,,
volk_32f_x2_divide_32f,u_orc,misaligned,ok,,
volk_32f_x2_dot_prod_16i,a_avx,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 ,
volk_32f_x2_dot_prod_16i,a_avx2_fma,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 ,
volk_32f_x2_dot_prod_16i,a_avx512f,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 ,
volk_32f_x2_dot_prod_16i,a_sse,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 ,
volk_32f_x2_dot_prod_16i,generic,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 ,
volk_32f_x2_dot_prod_16i,u_avx,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 ,
volk_32f_x2_dot_prod_16i,u_avx2_fma,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 ,
volk_32f_x2_dot_prod_16i,u_avx512f,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 ,
volk_32f_x2_dot_prod_16i,u_sse,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 ,
volk_32f_x2_dot_prod_16i,a_avx,immutable,ok,,
volk_32f_x2_dot_prod_16i,a_avx2_fma,immutable,ok,,
volk_32f_x2_dot_prod_16i,a_avx512f,immutable,ok,,
volk_32f_x2_dot_prod_16i,a_sse,immutable,ok,,
volk_32f_x2_dot_prod_16i,generic,immutable,ok,,
volk_32f_x2_dot_prod_16i,u_avx,immutable,ok,,
volk_32f_x2_dot_prod_16i,u_avx2_fma,immutable,ok,,
volk_32f_x2_dot_prod_16i,u_avx512f,immutable,ok,,
volk_32f_x2_dot_prod_16i,u_sse,immutable,ok,,
volk_32f_x2_dot_prod_16i,a_avx,impl,ok,,0
volk_32f_x2_dot_prod_16i,a_avx2_fma,impl,ok,,0
volk_32f_x2_dot_prod_16i,a_avx512f,impl,ok,,0
volk_32f_x2_dot_prod_16i,a_sse,impl,ok,,0
volk_32f_x2_dot_prod_16i,generic,impl,ok,,0
volk_32f_x2_dot_prod_16i,u_avx,impl,ok,,0
volk_32f_x2_dot_prod_16i,u_avx2_fma,impl,ok,,0
volk_32f_x2_dot_prod_16i,u_avx512f,impl,ok,,0
volk_32f_x2_dot_prod_16i,u_sse,impl,ok,,0
volk_32f_x2_dot_prod_16i,generic,misaligned,ok,,
volk_32f_x2_dot_prod_16i,u_avx,misaligned,ok,,
volk_32f_x2_dot_prod_16i,u_avx2_fma,misaligned,ok,,
volk_32f_x2_dot_prod_16i,u_avx512f,misaligned,ok,,
volk_32f_x2_dot_prod_16i,u_sse,misaligned,ok,,
volk_32f_x2_dot_prod_32f,a_avx,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 ,
volk_32f_x2_dot_prod_32f,a_avx2_fma,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 ,
volk_32f_x2_dot_prod_32f,a_avx512f,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 ,
volk_32f_x2_dot_prod_32f,a_sse,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 ,
volk_32f_x2_dot_prod_32f,a_sse3,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 ,
volk_32f_x2_dot_prod_32f,a_sse4_1,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 ,
volk_32f_x2_dot_prod_32f,generic,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 ,
volk_32f_x2_dot_prod_32f,u_avx,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 ,
volk_32f_x2_dot_prod_32f,u_avx2_fma,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 ,
volk_32f_x2_dot_prod_32f,u_avx512f,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 ,
volk_32f_x2_dot_prod_32f,u_sse,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 ,
volk_32f_x2_dot_prod_32f,u_sse3,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 ,
volk_32f_x2_dot_prod_32f,u_sse4_1,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 ,
volk_32f_x2_dot_prod_32f,a_avx,immutable,ok,,
volk_32f_x2_dot_prod_32f,a_avx2_fma,immutable,ok,,
volk_32f_x2_dot_prod_32f,a_avx512f,immutable,ok,,
volk_32f_x2_dot_prod_32f,a_sse,immutable,ok,,
volk_32f_x2_dot_prod_32f,a_sse3,immutable,ok,,
volk_32f_x2_dot_prod_32f,a_sse4_1,immutable,ok,,
volk_32f_x2_dot_prod_32f,generic,immutable,ok,,
volk_32f_x2_dot_prod_32f,u_avx,immutable,ok,,
volk_32f_x2_dot_prod_32f,u_avx2_fma,immutable,ok,,
volk_32f_x2_dot_prod_32f,u_avx512f,immutable,ok,,
volk_32f_x2_dot_prod_32f,u_sse,immutable,ok,,
volk_32f_x2_dot_prod_32f,u_sse3,immutable,ok,,
volk_32f_x2_dot_prod_32f,u_sse4_1,immutable,ok,,
volk_32f_x2_dot_prod_32f,a_avx,impl,ok,,0.00241
volk_32f_x2_dot_prod_32f,a_avx2_fma,impl,ok,,0.00397
volk_32f_x2_dot_prod_32f,a_avx512f,impl,ok,,0.00241
volk_32f_x2_dot_prod_32f,a_sse,impl,ok,,0.0024
volk_32f_x2_dot_prod_32f,a_sse3,impl,ok,,0.0024
volk_32f_x2_dot_prod_32f,a_sse4_1,impl,ok,,0.00508
volk_32f_x2_dot_prod_32f,generic,impl,ok,,0
volk_32f_x2_dot_prod_32f,u_avx,impl,ok,,0.00241
volk_32f_x2_dot_prod_32f,u_avx2_fma,impl,ok,,0.00397
volk_32f_x2_dot_prod_32f,u_avx512f,impl,ok,,0.00241
volk_32f_x2_dot_prod_32f,u_sse,impl,ok,,0.0024
volk_32f_x2_dot_prod_32f,u_sse3,impl,ok,,0.0024
volk_32f_x2_dot_prod_32f,u_sse4_1,impl,ok,,0.00508
volk_32f_x2_dot_prod_32f,generic,misaligned,ok,,
volk_32f_x2_dot_prod_32f,u_avx,misaligned,ok,,
volk_32f_x2_dot_prod_32f,u_avx2_fma,misaligned,ok,,
volk_32f_x2_dot_prod_32f,u_avx512f,misaligned,ok,,
volk_32f_x2_dot_prod_32f,u_sse,misaligned,ok,,
volk_32f_x2_dot_prod_32f,u_sse3,misaligned,ok,,
volk_32f_x2_dot_prod_32f,u_sse4_1,misaligned,ok,,
volk_32f_x2_fm_detectpuppet_32f,-,canary,skip,,
volk_32f_x2_fm_detectpuppet_32f,-,immutable,skip,,
volk_32f_x2_fm_detectpuppet_32f,a_avx,impl,ok,,0
volk_32f_x2_fm_detectpuppet_32f,a_sse,impl,ok,,0
volk_32f_x2_fm_detectpuppet_32f,generic,impl,ok,,0
volk_32f_x2_fm_detectpuppet_32f,u_avx,impl,ok,,0
volk_32f_x2_fm_detectpuppet_32f,-,misaligned,skip,,
volk_32f_x2_interleave_32fc,a_avx,canary,ok,,
volk_32f_x2_interleave_32fc,a_sse,canary,ok,,
volk_32f_x2_interleave_32fc,generic,canary,ok,,
volk_32f_x2_interleave_32fc,u_avx,canary,ok,,
volk_32f_x2_interleave_32fc,a_avx,immutable,ok,,
volk_32f_x2_interleave_32fc,a_sse,immutable,ok,,
volk_32f_x2_interleave_32fc,generic,immutable,ok,,
volk_32f_x2_interleave_32fc,u_avx,immutable,ok,,
volk_32f_x2_interleave_32fc,a_avx,impl,ok,,0
volk_32f_x2_interleave_32fc,a_sse,impl,ok,,0
volk_32f_x2_interleave_32fc,generic,impl,ok,,0
volk_32f_x2_interleave_32fc,u_avx,impl,ok,,0
volk_32f_x2_interleave_32fc,generic,misaligned,ok,,
volk_32f_x2_interleave_32fc,u_avx,misaligned,ok,,
volk_32f_x2_max_32f,a_avx,canary,ok,,
volk_32f_x2_max_32f,a_avx512f,canary,ok,,
volk_32f_x2_max_32f,a_sse,canary,ok,,
volk_32f_x2_max_32f,generic,canary,ok,,
volk_32f_x2_max_32f,u_avx,canary,ok,,
volk_32f_x2_max_32f,u_avx512f,canary,ok,,
volk_32f_x2_max_32f,u_orc,canary,ok,,
volk_32f_x2_max_32f,a_avx,immutable,ok,,
volk_32f_x2_max_32f,a_avx512f,immutable,ok,,
volk_32f_x2_max_32f,a_sse,immutable,ok,,
volk_32f_x2_max_32f,generic,immutable,ok,,
volk_32f_x2_max_32f,u_avx,immutable,ok,,
volk_32f_x2_max_32f,u_avx512f,immutable,ok,,
volk_32f_x2_max_32f,u_orc,immutable,ok,,
volk_32f_x2_max_32f,a_avx,impl,ok,,0
volk_32f_x2_max_32f,a_avx512f,impl,ok,,0
volk_32f_x2_max_32f,a_sse,impl,ok,,0
volk_32f_x2_max_32f,generic,impl,ok,,0
volk_32f_x2_max_32f,u_avx,impl,ok,,0
volk_32f_x2_max_32f,u_avx512f,impl,ok,,0
volk_32f_x2_max_32f,u_orc,impl,ok,,0
volk_32f_x2_max_32f,generic,misaligned,ok,,
volk_32f_x2_max_32f,u_avx,misaligned,ok,,
volk_32f_x2_max_32f,u_avx512f,misaligned,ok,,
volk_32f_x2_max_32f,u_orc,misaligned,ok,,
volk_32f_x2_min_32f,a_avx,canary,ok,,
volk_32f_x2_min_32f,a_avx512f,canary,ok,,
volk_32f_x2_min_32f,a_sse,canary,ok,,
volk_32f_x2_min_32f,generic,canary,ok,,
volk_32f_x2_min_32f,u_avx,canary,ok,,
volk_32f_x2_min_32f,u_avx512f,canary,ok,,
volk_32f_x2_min_32f,u_orc,canary,ok,,
volk_32f_x2_min_32f,a_avx,immutable,ok,,
volk_32f_x2_min_32f,a_avx512f,immutable,ok,,
volk_32f_x2_min_32f,a_sse,immutable,ok,,
volk_32f_x2_min_32f,generic,immutable,ok,,
volk_32f_x2_min_32f,u_avx,immutable,ok,,
volk_32f_x2_min_32f,u_avx512f,immutable,ok,,
volk_32f_x2_min_32f,u_orc,immutable,ok,,
volk_32f_x2_min_32f,a_avx,impl,ok,,0
volk_32f_x2_min_32f,a_avx512f,impl,ok,,0
volk_32f_x2_min_32f,a_sse,impl,ok,,0
volk_32f_x2_min_32f,generic,impl,ok,,0
volk_32f_x2_min_32f,u_avx,impl,ok,,0
volk_32f_x2_min_32f,u_avx512f,impl,ok,,0
volk_32f_x2_min_32f,u_orc,impl,ok,,0
volk_32f_x2_min_32f,generic,misaligned,ok,,
volk_32f_x2_min_32f,u_avx,misaligned,ok,,
volk_32f_x2_min_32f,u_avx512f,misaligned,ok,,
volk_32f_x2_min_32f,u_orc,misaligned,ok,,
volk_32f_x2_multiply_32f,a_avx,canary,ok,,
volk_32f_x2_multiply_32f,a_avx512f,canary,ok,,
volk_32f_x2_multiply_32f,a_sse,canary,ok,,
volk_32f_x2_multiply_32f,generic,canary,ok,,
volk_32f_x2_multiply_32f,u_avx,canary,ok,,
volk_32f_x2_multiply_32f,u_avx512f,canary,ok,,
volk_32f_x2_multiply_32f,u_orc,canary,ok,,
volk_32f_x2_multiply_32f,u_sse,canary,ok,,
volk_32f_x2_multiply_32f,a_avx,immutable,ok,,
volk_32f_x2_multiply_32f,a_avx512f,immutable,ok,,
volk_32f_x2_multiply_32f,a_sse,immutable,ok,,
volk_32f_x2_multiply_32f,generic,immutable,ok,,
volk_32f_x2_multiply_32f,u_avx,immutable,ok,,
volk_32f_x2_multiply_32f,u_avx512f,immutable,ok,,
volk_32f_x2_multiply_32f,u_orc,immutable,ok,,
volk_32f_x2_multiply_32f,u_sse,immutable,ok,,
volk_32f_x2_multiply_32f,a_avx,impl,ok,,0
